font,fontVariant,m_label,strength,italic,orientation,m_top,m_left,originalH,originalW,h,w,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r0c6,r0c7,r0c8,r0c9,r0c10,r0c11,r0c12,r0c13,r0c14,r0c15,r0c16,r0c17,r0c18,r0c19,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r1c6,r1c7,r1c8,r1c9,r1c10,r1c11,r1c12,r1c13,r1c14,r1c15,r1c16,r1c17,r1c18,r1c19,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r2c6,r2c7,r2c8,r2c9,r2c10,r2c11,r2c12,r2c13,r2c14,r2c15,r2c16,r2c17,r2c18,r2c19,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r3c6,r3c7,r3c8,r3c9,r3c10,r3c11,r3c12,r3c13,r3c14,r3c15,r3c16,r3c17,r3c18,r3c19,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r4c6,r4c7,r4c8,r4c9,r4c10,r4c11,r4c12,r4c13,r4c14,r4c15,r4c16,r4c17,r4c18,r4c19,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,r5c6,r5c7,r5c8,r5c9,r5c10,r5c11,r5c12,r5c13,r5c14,r5c15,r5c16,r5c17,r5c18,r5c19,r6c0,r6c1,r6c2,r6c3,r6c4,r6c5,r6c6,r6c7,r6c8,r6c9,r6c10,r6c11,r6c12,r6c13,r6c14,r6c15,r6c16,r6c17,r6c18,r6c19,r7c0,r7c1,r7c2,r7c3,r7c4,r7c5,r7c6,r7c7,r7c8,r7c9,r7c10,r7c11,r7c12,r7c13,r7c14,r7c15,r7c16,r7c17,r7c18,r7c19,r8c0,r8c1,r8c2,r8c3,r8c4,r8c5,r8c6,r8c7,r8c8,r8c9,r8c10,r8c11,r8c12,r8c13,r8c14,r8c15,r8c16,r8c17,r8c18,r8c19,r9c0,r9c1,r9c2,r9c3,r9c4,r9c5,r9c6,r9c7,r9c8,r9c9,r9c10,r9c11,r9c12,r9c13,r9c14,r9c15,r9c16,r9c17,r9c18,r9c19,r10c0,r10c1,r10c2,r10c3,r10c4,r10c5,r10c6,r10c7,r10c8,r10c9,r10c10,r10c11,r10c12,r10c13,r10c14,r10c15,r10c16,r10c17,r10c18,r10c19,r11c0,r11c1,r11c2,r11c3,r11c4,r11c5,r11c6,r11c7,r11c8,r11c9,r11c10,r11c11,r11c12,r11c13,r11c14,r11c15,r11c16,r11c17,r11c18,r11c19,r12c0,r12c1,r12c2,r12c3,r12c4,r12c5,r12c6,r12c7,r12c8,r12c9,r12c10,r12c11,r12c12,r12c13,r12c14,r12c15,r12c16,r12c17,r12c18,r12c19,r13c0,r13c1,r13c2,r13c3,r13c4,r13c5,r13c6,r13c7,r13c8,r13c9,r13c10,r13c11,r13c12,r13c13,r13c14,r13c15,r13c16,r13c17,r13c18,r13c19,r14c0,r14c1,r14c2,r14c3,r14c4,r14c5,r14c6,r14c7,r14c8,r14c9,r14c10,r14c11,r14c12,r14c13,r14c14,r14c15,r14c16,r14c17,r14c18,r14c19,r15c0,r15c1,r15c2,r15c3,r15c4,r15c5,r15c6,r15c7,r15c8,r15c9,r15c10,r15c11,r15c12,r15c13,r15c14,r15c15,r15c16,r15c17,r15c18,r15c19,r16c0,r16c1,r16c2,r16c3,r16c4,r16c5,r16c6,r16c7,r16c8,r16c9,r16c10,r16c11,r16c12,r16c13,r16c14,r16c15,r16c16,r16c17,r16c18,r16c19,r17c0,r17c1,r17c2,r17c3,r17c4,r17c5,r17c6,r17c7,r17c8,r17c9,r17c10,r17c11,r17c12,r17c13,r17c14,r17c15,r17c16,r17c17,r17c18,r17c19,r18c0,r18c1,r18c2,r18c3,r18c4,r18c5,r18c6,r18c7,r18c8,r18c9,r18c10,r18c11,r18c12,r18c13,r18c14,r18c15,r18c16,r18c17,r18c18,r18c19,r19c0,r19c1,r19c2,r19c3,r19c4,r19c5,r19c6,r19c7,r19c8,r19c9,r19c10,r19c11,r19c12,r19c13,r19c14,r19c15,r19c16,r19c17,r19c18,r19c19
AGENCY,AGENCY FB,117,0.700000,1,0.000000,53,24,33,31,20,20,1,1,1,1,1,1,140,255,255,255,247,1,1,1,1,132,255,255,255,255,1,1,1,1,1,39,231,255,255,255,118,1,1,1,33,229,255,255,255,126,1,1,1,1,1,50,255,255,255,255,83,1,1,1,42,255,255,255,255,91,1,1,1,1,1,209,255,255,255,176,3,1,1,1,201,255,255,255,184,3,1,1,1,1,19,221,255,255,255,148,1,1,1,18,214,255,255,255,157,1,1,1,1,1,124,255,255,255,255,9,1,1,1,116,255,255,255,255,17,1,1,1,1,11,168,255,255,255,203,6,1,1,9,162,255,255,255,206,11,1,1,1,1,33,255,255,255,255,99,1,1,1,25,255,255,255,255,107,1,1,1,1,1,118,255,255,255,222,48,1,1,1,110,255,255,255,226,52,1,1,1,1,1,198,255,255,255,190,1,1,1,1,190,255,255,255,198,1,1,1,1,1,75,238,255,255,255,75,1,1,1,69,236,255,255,255,83,1,1,1,1,1,107,255,255,255,255,25,1,1,1,99,255,255,255,255,33,1,1,1,1,15,238,255,255,255,133,3,1,1,8,237,255,255,255,140,4,1,1,1,1,27,255,255,255,253,109,1,1,1,19,255,255,255,253,116,1,1,1,1,1,181,255,255,255,206,1,1,1,1,173,255,255,255,214,1,1,1,1,1,22,199,255,255,255,166,1,16,62,62,193,255,255,255,174,1,1,1,1,1,91,255,255,255,255,178,163,187,255,255,255,255,255,255,50,1,1,1,1,1,161,255,255,255,255,255,255,255,255,255,255,255,255,207,29,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,255,255,255,140,1,1,1,1,1,1,156,255,255,255,255,226,101,101,196,255,255,255,241,56,1,1,1,1,1,1
AGENCY,AGENCY FB,116,0.700000,1,0.000000,44,25,42,22,20,20,1,1,1,1,1,1,1,1,1,1,2,57,255,255,255,255,255,247,45,1,1,1,1,1,1,1,1,1,1,1,24,255,255,255,255,255,255,70,1,1,1,1,1,1,1,1,1,1,1,1,167,255,255,255,255,255,155,27,1,1,1,1,1,1,1,1,1,1,1,45,255,255,255,255,255,229,76,1,1,1,1,1,1,1,1,100,183,183,183,249,255,255,255,255,255,216,183,183,183,183,1,1,1,1,89,228,255,255,255,255,255,255,255,255,255,255,255,255,255,79,1,1,1,31,163,255,255,255,255,255,255,255,255,255,255,255,255,255,186,16,1,1,1,14,37,37,37,196,255,255,255,255,255,176,37,37,37,37,7,1,1,1,1,1,1,1,147,249,255,255,255,255,193,16,1,1,1,1,1,1,1,1,1,1,1,67,207,255,255,255,255,233,98,1,1,1,1,1,1,1,1,1,1,1,6,145,255,255,255,255,254,199,1,1,1,1,1,1,1,1,1,1,1,1,116,255,255,255,255,255,232,1,1,1,1,1,1,1,1,1,1,1,1,58,203,255,255,255,255,255,89,1,1,1,1,1,1,1,1,1,1,1,14,124,255,255,255,255,255,211,1,1,1,1,1,1,1,1,1,1,1,1,70,255,255,255,255,255,255,24,1,1,1,1,1,1,1,1,1,1,1,36,211,255,255,255,255,255,97,6,1,1,1,1,1,1,1,1,1,1,8,116,255,255,255,255,255,194,31,1,1,1,1,1,1,1,1,1,1,1,24,255,255,255,255,255,255,229,219,219,219,179,1,1,1,1,1,1,1,1,233,255,255,255,255,255,255,255,255,255,235,20,1,1,1,1,1,1,1,1,145,255,255,255,255,255,255,255,255,255,122,1,1,1,1,1,1,1,1,1
AGENCY,AGENCY FB,115,0.700000,1,0.000000,53,24,33,30,20,20,1,1,1,1,1,1,1,67,255,255,255,255,255,255,255,255,255,255,255,152,1,1,1,1,1,1,98,237,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,165,255,255,255,255,163,163,163,163,194,255,255,255,255,91,1,1,1,1,13,183,255,255,255,230,1,1,1,1,111,255,255,255,243,73,1,1,1,1,86,255,255,255,255,86,1,1,1,1,255,255,255,255,171,1,1,1,1,1,142,255,255,255,255,142,1,1,1,1,171,171,171,171,114,1,1,1,1,1,255,255,255,255,255,255,134,31,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,88,1,1,1,1,1,1,1,1,1,1,1,75,230,255,255,255,255,255,255,248,129,52,1,1,1,1,1,1,1,1,1,1,52,129,248,255,255,255,255,255,255,230,75,1,1,1,1,1,1,1,1,1,1,1,88,173,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,11,134,255,255,255,255,255,255,1,1,1,1,1,11,171,171,171,171,104,1,1,1,91,204,255,255,255,245,1,1,1,1,1,171,255,255,255,255,1,1,1,1,86,255,255,255,255,86,1,1,1,1,21,191,255,255,255,214,1,1,1,1,127,255,255,255,235,65,1,1,1,1,86,255,255,255,255,194,163,163,163,163,255,255,255,255,171,1,1,1,1,1,158,255,255,255,255,255,255,255,255,255,255,255,255,255,98,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,255,255,255,219,1,1,1,1,1,1,152,255,255,255,255,255,255,255,255,255,255,255,101,34,1,1,1,1,1,1
AGENCY,AGENCY FB,114,0.700000,1,0.000000,53,23,33,31,20,20,1,1,1,1,1,1,1,231,255,255,255,196,101,101,126,255,255,255,255,156,1,1,1,1,1,1,111,250,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,140,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,48,252,255,255,255,255,255,247,163,178,255,255,255,255,96,1,1,1,1,1,75,255,255,255,243,112,62,56,1,67,255,255,255,244,77,1,1,1,1,1,214,255,255,255,173,1,1,1,1,206,255,255,255,181,1,1,1,1,1,42,228,255,255,255,118,1,1,1,39,223,255,255,255,127,1,1,1,1,1,124,255,255,255,255,9,1,1,1,116,255,255,255,255,17,1,1,1,1,17,192,255,255,255,175,4,1,1,1,56,124,124,124,124,8,1,1,1,1,33,255,255,255,255,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,148,255,255,255,210,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,198,255,255,255,190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94,249,255,255,255,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,116,255,255,255,247,24,1,1,1,1,1,1,1,1,1,1,1,1,1,17,255,255,255,255,116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,255,255,255,244,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,181,255,255,255,206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,213,255,255,255,136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,91,255,255,255,255,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,191,255,255,255,181,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AGENCY,AGENCY FB,113,0.700000,1,0.000000,53,25,45,30,20,20,1,1,1,1,1,1,67,218,255,255,255,255,218,142,142,218,255,255,255,237,1,1,1,1,1,114,255,255,255,255,255,255,255,255,255,255,255,255,255,86,1,1,1,1,67,237,255,255,255,255,171,171,199,255,255,255,255,255,189,19,1,1,1,1,161,255,255,255,218,67,1,1,10,104,255,255,255,255,95,1,1,1,1,19,255,255,255,255,152,1,1,1,10,180,255,255,255,237,1,1,1,1,1,171,255,255,255,255,1,1,1,1,86,255,255,255,255,86,1,1,1,1,67,237,255,255,255,123,1,1,1,1,218,255,255,255,189,19,1,1,1,1,161,255,255,255,218,48,1,1,1,76,255,255,255,255,95,1,1,1,1,19,255,255,255,255,152,1,1,1,10,180,255,255,255,237,1,1,1,1,1,171,255,255,255,255,1,1,1,1,86,255,255,255,255,86,1,1,1,1,67,237,255,255,255,123,1,1,1,1,218,255,255,255,189,19,1,1,1,1,161,255,255,255,255,86,1,1,1,76,255,255,255,255,95,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,255,255,255,237,1,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,255,255,255,86,1,1,1,1,1,1,95,171,171,171,171,171,171,171,255,255,255,255,189,19,1,1,1,1,1,1,1,1,1,1,1,1,1,152,255,255,255,255,19,1,1,1,1,1,1,1,1,1,1,1,1,1,48,218,255,255,255,161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,123,255,255,255,237,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,152,255,255,255,255,19,1,1,1,1,1,1,1,1,1
AGENCY,AGENCY FB,112,0.700000,1,0.000000,53,19,45,35,20,20,1,1,1,1,1,1,1,1,126,255,255,255,207,142,158,255,255,255,255,191,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,114,255,255,255,255,255,231,171,219,255,255,255,142,1,1,1,1,1,1,17,195,255,255,239,77,29,21,17,195,255,255,239,61,1,1,1,1,1,1,53,255,255,255,203,1,1,1,53,255,255,255,203,1,1,1,1,1,1,1,183,255,255,255,73,1,1,1,183,255,255,255,73,1,1,1,1,1,1,57,239,255,255,199,17,1,1,57,239,255,255,199,17,1,1,1,1,1,1,138,255,255,255,118,1,1,1,138,255,255,255,118,1,1,1,1,1,1,13,223,255,255,243,33,1,1,13,223,255,255,243,33,1,1,1,1,1,1,110,255,255,255,146,1,1,1,110,255,255,255,146,1,1,1,1,1,1,1,223,255,255,255,33,1,1,1,223,255,255,255,33,1,1,1,1,1,1,65,255,255,255,191,1,1,17,179,255,255,255,191,1,1,1,1,1,1,5,158,255,255,255,255,255,255,255,255,255,255,219,49,1,1,1,1,1,1,37,255,255,255,255,255,255,255,255,255,255,239,57,1,1,1,1,1,1,1,150,255,255,255,195,171,171,171,171,171,57,41,1,1,1,1,1,1,1,65,247,255,255,191,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,154,255,255,255,102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,227,255,255,231,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,110,255,255,255,146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,239,255,255,255,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AGENCY,AGENCY FB,111,0.700000,1,0.000000,53,24,33,30,20,20,1,1,1,1,1,1,1,67,255,255,255,255,255,255,255,255,255,255,255,152,1,1,1,1,1,1,98,237,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,165,255,255,255,255,163,163,163,163,194,255,255,255,255,91,1,1,1,1,13,183,255,255,255,230,1,1,1,1,111,255,255,255,243,73,1,1,1,1,86,255,255,255,255,86,1,1,1,1,255,255,255,255,171,1,1,1,1,1,142,255,255,255,227,57,1,1,1,57,255,255,255,255,114,1,1,1,1,1,255,255,255,255,171,1,1,1,1,171,255,255,255,255,1,1,1,1,1,88,255,255,255,255,83,1,1,1,44,214,255,255,255,168,1,1,1,1,1,171,255,255,255,255,1,1,1,1,86,255,255,255,255,86,1,1,1,1,60,230,255,255,255,137,1,1,1,1,204,255,255,255,196,26,1,1,1,1,86,255,255,255,255,86,1,1,1,1,255,255,255,255,171,1,1,1,1,1,235,255,255,255,181,11,1,1,1,150,255,255,255,255,21,1,1,1,1,11,255,255,255,255,160,1,1,1,6,176,255,255,255,245,1,1,1,1,1,171,255,255,255,255,1,1,1,1,86,255,255,255,255,86,1,1,1,1,21,191,255,255,255,214,1,1,1,1,127,255,255,255,235,65,1,1,1,1,86,255,255,255,255,194,163,163,163,163,255,255,255,255,171,1,1,1,1,1,158,255,255,255,255,255,255,255,255,255,255,255,255,255,98,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,255,255,255,219,1,1,1,1,1,1,152,255,255,255,255,255,255,255,255,255,255,255,204,34,1,1,1,1,1,1
AGENCY,AGENCY FB,110,0.700000,1,0.000000,53,23,33,31,20,20,1,1,1,1,1,1,1,231,255,255,255,196,101,101,126,255,255,255,255,156,1,1,1,1,1,1,111,250,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,140,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,48,252,255,255,255,255,255,255,214,178,255,255,255,255,96,1,1,1,1,1,75,255,255,255,243,112,62,62,34,67,255,255,255,244,77,1,1,1,1,1,214,255,255,255,173,1,1,1,1,206,255,255,255,181,1,1,1,1,1,42,228,255,255,255,118,1,1,1,39,223,255,255,255,127,1,1,1,1,1,124,255,255,255,255,9,1,1,1,116,255,255,255,255,17,1,1,1,1,17,192,255,255,255,175,4,1,1,13,188,255,255,255,179,8,1,1,1,1,33,255,255,255,255,99,1,1,1,25,255,255,255,255,107,1,1,1,1,1,148,255,255,255,210,30,1,1,1,140,255,255,255,215,33,1,1,1,1,1,198,255,255,255,190,1,1,1,1,190,255,255,255,198,1,1,1,1,1,94,249,255,255,255,45,1,1,1,87,248,255,255,255,53,1,1,1,1,1,116,255,255,255,247,24,1,1,1,109,255,255,255,248,31,1,1,1,1,17,255,255,255,255,116,1,1,1,9,255,255,255,255,124,1,1,1,1,1,57,255,255,255,244,88,1,1,1,49,255,255,255,246,94,1,1,1,1,1,181,255,255,255,206,1,1,1,1,173,255,255,255,214,1,1,1,1,1,39,213,255,255,255,136,1,1,1,35,208,255,255,255,145,1,1,1,1,1,91,255,255,255,255,42,1,1,1,83,255,255,255,255,50,1,1,1,1,1,191,255,255,255,181,17,1,1,1,182,255,255,255,186,20,1,1,1,1,1
AGENCY,AGENCY FB,109,0.700000,1,0.000000,53,23,33,45,20,20,1,1,1,1,29,255,255,255,56,101,152,255,255,130,34,101,118,255,255,187,1,1,1,1,118,255,255,255,231,255,255,255,255,243,219,255,255,255,255,255,1,1,1,1,142,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,252,255,255,255,245,163,235,255,255,255,255,173,214,255,255,146,1,1,1,18,255,255,243,80,55,9,207,255,251,114,62,7,159,255,255,125,1,1,1,114,255,255,171,1,1,57,255,255,227,1,1,1,255,255,255,29,1,1,1,152,255,255,133,1,1,95,255,255,189,1,1,38,255,255,227,19,1,1,1,227,255,255,57,1,1,171,255,255,114,1,1,114,255,255,171,1,1,1,44,242,255,226,28,1,15,214,255,255,55,1,1,172,255,255,112,1,1,1,86,255,255,199,1,1,29,255,255,255,1,1,1,227,255,255,57,1,1,1,164,255,255,120,1,1,108,255,255,177,1,1,60,247,255,216,18,1,1,1,199,255,255,86,1,1,142,255,255,142,1,1,86,255,255,199,1,1,1,50,249,255,231,11,1,1,242,255,255,43,1,1,185,255,255,99,1,1,1,64,255,255,220,1,1,7,255,255,250,27,1,4,202,255,254,80,1,1,1,171,255,255,114,1,1,114,255,255,171,1,1,57,255,255,227,1,1,1,7,191,255,255,86,1,1,141,255,255,143,1,1,85,255,255,200,1,1,1,29,255,255,255,1,1,1,227,255,255,57,1,1,171,255,255,114,1,1,1,77,255,255,207,1,1,37,239,255,231,33,1,13,207,255,255,66,1,1,1,142,255,255,142,1,1,86,255,255,199,1,1,29,255,255,255,1,1,1,1,211,255,255,73,1,1,154,255,255,130,1,1,98,255,255,187,1,1,1,1
AGENCY,AGENCY FB,108,0.700000,1,0.000000,35,23,51,24,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,37,222,255,255,255,255,210,1,1,1,1,1,1,1,1,1,1,1,1,6,174,255,255,255,255,249,41,1,1,1,1,1,1,1,1,1,1,1,1,128,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,1,74,238,255,255,255,255,146,12,1,1,1,1,1,1,1,1,1,1,1,30,202,255,255,255,255,197,41,1,1,1,1,1,1,1,1,1,1,1,1,151,255,255,255,255,234,84,1,1,1,1,1,1,1,1,1,1,1,1,71,255,255,255,255,255,142,1,1,1,1,1,1,1,1,1,1,1,1,27,220,255,255,255,255,222,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,255,255,255,43,1,1,1,1,1,1,1,1,1,1,1,1,126,254,255,255,255,255,89,1,1,1,1,1,1,1,1,1,1,1,1,69,231,255,255,255,255,153,17,1,1,1,1,1,1,1,1,1,1,1,27,192,255,255,255,255,202,48,1,1,1,1,1,1,1,1,1,1,1,1,139,255,255,255,255,236,94,1,1,1,1,1,1,1,1,1,1,1,1,59,255,255,255,255,255,155,1,1,1,1,1,1,1,1,1,1,1,1,17,217,255,255,255,255,235,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,255,255,255,43,1,1,1,1,1,1,1,1,1,1,1,1,118,249,255,255,255,255,99,4,1,1,1,1,1,1,1,1,1,1,1,64,223,255,255,255,255,161,22,1,1,1,1,1,1,1,1,1,1,1,25,182,255,255,255,255,207,56,1,1,1,1,1,1,1,1,1,1,1,1,126,255,255,255,255,239,104,1,1,1,1,1,1,1,1,1,1,1,1,1
AGENCY,AGENCY FB,107,0.700000,1,0.000000,35,23,51,32,20,20,1,1,1,1,1,1,1,1,1,1,131,255,255,255,221,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,255,255,255,253,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,160,255,255,255,192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,56,242,255,255,255,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,174,255,255,255,168,11,1,1,1,1,1,1,1,1,1,1,1,1,1,66,240,255,255,239,63,1,1,1,1,1,1,1,1,1,1,1,1,1,11,171,255,255,255,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,255,255,255,241,54,1,1,26,178,241,241,231,138,1,1,1,1,1,1,192,255,255,255,160,1,1,109,233,255,255,208,58,1,1,1,1,1,1,94,254,255,255,255,4,19,201,255,255,255,206,53,1,1,1,1,1,1,1,224,255,255,255,127,43,187,255,255,252,113,13,1,1,1,1,1,1,1,101,255,255,255,231,159,255,255,255,216,36,1,1,1,1,1,1,1,1,29,203,255,255,255,255,255,255,254,191,43,1,1,1,1,1,1,1,1,1,108,255,255,255,255,255,255,255,224,1,1,1,1,1,1,1,1,1,1,13,227,255,255,252,243,255,255,255,239,63,1,1,1,1,1,1,1,1,1,128,255,255,255,224,38,233,255,255,255,128,1,1,1,1,1,1,1,1,30,246,255,255,255,77,1,224,255,255,255,196,17,1,1,1,1,1,1,1,151,255,255,255,184,17,1,105,255,255,255,255,32,1,1,1,1,1,1,55,228,255,255,255,69,1,1,64,255,255,255,255,61,1,1,1,1,1,1,159,255,255,255,193,1,1,1,14,181,255,255,255,192,1,1,1,1,1,1
AGENCY,AGENCY FB,106,0.700000,1,0.000000,40,14,58,32,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,154,255,255,255,216,37,1,1,1,1,1,1,1,1,1,1,1,1,1,44,187,194,194,194,91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,66,132,132,132,116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,234,255,255,255,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,159,255,255,255,180,14,1,1,1,1,1,1,1,1,1,1,1,1,1,73,240,255,255,255,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,212,255,255,255,140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,110,255,255,255,212,30,1,1,1,1,1,1,1,1,1,1,1,1,1,42,223,255,255,255,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,163,255,255,255,176,13,1,1,1,1,1,1,1,1,1,1,1,1,1,75,242,255,255,237,53,1,1,1,1,1,1,1,1,1,1,1,1,1,18,198,255,255,255,136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,115,255,255,255,206,31,1,1,1,1,1,1,1,1,1,1,1,1,1,47,223,255,255,255,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,223,255,255,255,129,1,1,1,1,1,1,1,1,1,1,1,14,18,18,128,255,255,255,207,24,1,1,1,1,1,1,1,1,1,1,70,238,255,255,255,255,255,251,75,1,1,1,1,1,1,1,1,1,1,1,206,255,255,255,255,255,190,84,1,1,1,1,1,1,1,1,1,1,1,1
AGENCY,AGENCY FB,105,0.700000,1,0.000000,40,23,46,23,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,244,255,255,255,255,255,130,1,1,1,1,1,1,1,1,1,1,1,1,147,252,255,255,255,255,206,25,1,1,1,1,1,1,1,1,1,1,1,70,229,255,255,255,255,255,67,1,1,1,1,1,1,1,1,1,1,1,1,85,122,122,122,122,122,55,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,89,89,89,89,89,58,1,1,1,1,1,1,1,1,1,1,1,1,38,180,255,255,255,255,229,87,1,1,1,1,1,1,1,1,1,1,1,8,109,255,255,255,255,252,165,1,1,1,1,1,1,1,1,1,1,1,1,45,255,255,255,255,255,233,1,1,1,1,1,1,1,1,1,1,1,1,10,228,255,255,255,255,255,41,1,1,1,1,1,1,1,1,1,1,1,1,137,255,255,255,255,255,136,5,1,1,1,1,1,1,1,1,1,1,1,53,239,255,255,255,255,209,33,1,1,1,1,1,1,1,1,1,1,1,1,200,255,255,255,255,255,78,1,1,1,1,1,1,1,1,1,1,1,1,160,253,255,255,255,255,118,4,1,1,1,1,1,1,1,1,1,1,1,87,225,255,255,255,255,183,39,1,1,1,1,1,1,1,1,1,1,1,35,176,255,255,255,255,229,95,1,1,1,1,1,1,1,1,1,1,1,3,107,255,255,255,255,254,170,1,1,1,1,1,1,1,1,1,1,1,1,67,255,255,255,255,255,211,1,1,1,1,1,1,1,1,1,1,1,1,25,206,255,255,255,255,247,55,1,1,1,1,1,1,1,1,1,1,1,1,130,255,255,255,255,255,148,1,1,1,1,1,1,1,1,1,1,1,1,1
AGENCY,AGENCY FB,104,0.700000,1,0.000000,35,23,51,31,20,20,1,1,1,1,1,1,1,1,1,1,44,255,255,255,247,97,1,1,1,1,1,1,1,1,1,1,1,1,1,4,176,255,255,255,208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,83,255,255,255,255,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,225,255,255,255,156,7,1,1,1,1,1,1,1,1,1,1,1,1,1,108,253,255,255,239,44,1,1,1,1,1,1,1,1,1,1,1,1,1,34,207,255,255,255,147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,121,255,255,255,223,44,1,1,1,1,1,1,1,1,1,1,1,1,1,22,235,255,255,255,211,141,141,141,192,241,241,241,176,1,1,1,1,1,1,140,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,49,253,255,255,255,222,206,196,106,130,255,255,255,255,94,1,1,1,1,1,182,255,255,255,189,17,1,1,1,174,255,255,255,196,18,1,1,1,1,78,240,255,255,255,70,1,1,1,73,237,255,255,255,78,1,1,1,1,15,183,255,255,255,185,5,1,1,12,179,255,255,255,189,10,1,1,1,1,79,255,255,255,237,72,1,1,1,70,255,255,255,240,78,1,1,1,1,11,204,255,255,255,174,1,1,1,10,196,255,255,255,182,1,1,1,1,1,107,255,255,255,255,25,1,1,1,99,255,255,255,255,33,1,1,1,1,16,244,255,255,255,127,2,1,1,8,243,255,255,255,134,3,1,1,1,1,140,255,255,255,219,30,1,1,1,131,255,255,255,225,32,1,1,1,1,52,224,255,255,255,113,1,1,1,47,220,255,255,255,121,1,1,1,1,1,156,255,255,255,207,26,1,1,1,147,255,255,255,210,31,1,1,1,1,1
